,StudentId,CGPA,Major Projects,Workshops/Certificatios,Mini Projects,Skills,Communication Skill Rating,Internship,Hackathon,12th Percentage,10th Percentage,backlogs,PlacementStatus
5969,5970,8.8,0,2,1,8,4.6,No,Yes,62.3,79.9,0,Placed
5970,5971,7.9,2,1,1,4,1.9,Yes,Yes,79.4,70.9,1,NotPlaced
5971,5972,7.6,0,2,3,5,4.4,Yes,Yes,72.8,58.6,4,NotPlaced
5972,5973,7.3,2,0,1,8,3.3,No,No,60.0,71.2,2,NotPlaced
5973,5974,7.5,0,2,1,6,2.1,Yes,No,75.4,65.9,1,NotPlaced
5974,5975,8.6,1,3,2,7,3.9,No,Yes,87.6,80.3,4,NotPlaced
5975,5976,7.5,0,3,2,8,4.2,Yes,Yes,64.4,68.2,1,NotPlaced
5976,5977,7.2,0,2,1,6,3.2,No,Yes,68.9,68.0,1,Placed
5977,5978,7.0,1,1,2,10,2.7,No,Yes,56.5,91.6,3,Placed
5978,5979,7.0,1,3,3,6,4.9,No,No,69.9,79.2,1,NotPlaced
5979,5980,6.3,1,2,1,7,3.0,No,Yes,72.4,81.7,1,Placed
5980,5981,6.9,1,1,0,8,4.4,Yes,Yes,88.8,67.4,2,Placed
5981,5982,8.8,1,3,3,8,2.3,Yes,Yes,62.6,62.1,1,NotPlaced
5982,5983,7.3,1,2,3,9,3.8,No,No,79.7,81.6,1,Placed
5983,5984,8.1,2,3,0,8,3.8,Yes,Yes,73.7,85.4,0,Placed
5984,5985,5.5,2,2,0,8,4.2,No,Yes,91.1,60.4,3,NotPlaced
5985,5986,8.0,0,2,1,6,4.7,Yes,Yes,72.6,67.3,1,Placed
5986,5987,7.4,1,1,2,4,2.8,Yes,Yes,70.5,63.8,3,Placed
5987,5988,7.1,0,1,3,3,3.9,Yes,No,78.6,76.3,2,Placed
5988,5989,7.7,0,1,1,2,2.4,No,Yes,75.4,81.8,0,Placed
5989,5990,7.1,0,3,3,12,2.4,Yes,Yes,79.4,68.7,1,Placed
5990,5991,5.7,2,1,0,1,3.0,No,No,76.1,68.7,1,NotPlaced
5991,5992,8.3,1,1,1,11,3.8,Yes,Yes,57.7,54.4,2,NotPlaced
5992,5993,7.7,2,3,0,5,4.8,Yes,Yes,75.7,63.4,2,Placed
5993,5994,7.2,0,3,3,11,5.0,No,Yes,75.5,85.6,2,NotPlaced
5994,5995,6.7,2,2,0,1,3.2,No,Yes,64.3,76.4,3,NotPlaced
5995,5996,6.3,1,1,3,6,3.7,Yes,Yes,73.6,80.3,1,NotPlaced
5996,5997,7.7,0,0,2,11,4.3,No,Yes,54.5,68.7,4,NotPlaced
5997,5998,8.9,1,2,3,9,4.1,Yes,Yes,73.3,69.5,1,Placed
5998,5999,7.7,1,3,1,6,3.4,Yes,Yes,77.2,72.2,2,Placed
5999,6000,6.3,1,2,1,1,3.6,Yes,Yes,79.6,74.9,0,Placed
6000,6001,7.7,0,3,0,3,3.4,No,Yes,77.3,84.4,0,Placed
6001,6002,7.5,2,2,0,11,3.3,Yes,Yes,63.0,65.9,2,Placed
6002,6003,8.2,1,3,2,6,3.2,No,No,57.8,70.8,1,Placed
6003,6004,8.0,1,2,1,7,3.4,Yes,No,79.5,64.9,3,Placed
6004,6005,5.5,1,2,1,8,3.2,No,Yes,74.6,54.3,2,NotPlaced
6005,6006,8.0,1,2,0,3,2.6,No,Yes,75.4,80.3,2,NotPlaced
6006,6007,6.6,1,0,2,8,4.2,Yes,No,86.1,87.7,1,Placed
6007,6008,6.3,2,3,0,6,3.9,No,No,56.5,78.9,4,NotPlaced
6008,6009,7.3,1,1,0,8,5.0,Yes,Yes,87.2,74.1,4,Placed
6009,6010,7.8,2,0,0,5,3.8,Yes,No,65.9,88.7,1,NotPlaced
6010,6011,6.1,1,3,0,2,3.2,Yes,Yes,78.4,76.1,1,Placed
6011,6012,8.1,1,1,2,6,3.0,Yes,Yes,70.9,79.2,4,Placed
6012,6013,8.1,2,3,0,9,3.5,No,Yes,67.9,73.3,0,Placed
6013,6014,7.5,0,3,2,8,3.9,Yes,Yes,57.4,74.6,1,Placed
6014,6015,6.8,1,2,2,7,3.3,Yes,Yes,64.9,70.8,4,NotPlaced
6015,6016,6.7,1,3,0,10,2.3,No,Yes,75.2,79.5,1,Placed
6016,6017,8.4,0,3,1,6,2.9,No,No,74.2,62.2,4,NotPlaced
6017,6018,6.2,1,2,0,7,3.5,Yes,No,79.6,75.8,1,Placed
6018,6019,8.4,1,2,1,6,4.1,Yes,Yes,64.8,64.3,1,Placed
6019,6020,7.4,2,2,2,10,2.3,Yes,Yes,77.7,76.6,1,NotPlaced
6020,6021,7.4,1,1,1,8,3.7,Yes,Yes,71.6,93.5,1,NotPlaced
6021,6022,6.0,1,2,3,5,3.7,Yes,Yes,76.7,78.3,4,NotPlaced
6022,6023,7.4,2,0,3,3,3.1,No,Yes,75.6,82.6,2,Placed
6023,6024,8.0,0,3,0,10,3.0,No,Yes,66.8,80.1,4,Placed
6024,6025,6.4,0,2,2,5,2.9,No,Yes,73.3,51.1,1,Placed
6025,6026,7.9,1,1,1,7,3.6,Yes,Yes,75.1,70.8,7,NotPlaced
6026,6027,7.6,0,3,1,14,4.4,Yes,No,78.1,76.0,2,Placed
6027,6028,7.0,1,3,2,9,4.5,No,Yes,84.5,53.2,0,Placed
6028,6029,8.2,0,2,1,12,2.6,Yes,Yes,65.3,69.4,1,Placed
6029,6030,5.6,0,0,3,5,3.4,Yes,Yes,60.5,71.3,0,NotPlaced
6030,6031,7.8,0,3,3,10,1.7,Yes,Yes,82.6,60.9,0,Placed
6031,6032,8.9,0,3,1,7,3.6,Yes,Yes,59.4,63.3,4,Placed
6032,6033,8.7,1,1,2,8,4.0,Yes,Yes,80.3,84.0,4,Placed
6033,6034,7.8,0,2,3,13,4.8,Yes,Yes,62.8,50.0,0,Placed
6034,6035,7.2,1,3,2,6,2.1,No,Yes,65.3,74.4,0,Placed
6035,6036,7.0,1,3,2,7,2.6,No,Yes,70.3,82.5,1,NotPlaced
6036,6037,7.2,1,3,1,4,3.6,Yes,No,57.9,71.8,3,NotPlaced
6037,6038,8.0,1,2,2,10,2.2,No,No,62.3,84.7,2,NotPlaced
6038,6039,6.8,1,1,0,5,3.6,No,Yes,55.9,68.2,2,NotPlaced
6039,6040,8.1,1,2,0,10,4.0,Yes,No,77.0,63.9,2,Placed
6040,6041,9.3,0,2,1,2,2.5,No,Yes,70.9,71.9,4,Placed
6041,6042,7.4,0,2,3,9,3.6,Yes,Yes,71.1,68.6,1,Placed
6042,6043,6.4,1,2,1,5,2.5,No,No,70.5,66.9,0,NotPlaced
6043,6044,6.4,2,3,0,9,4.6,Yes,Yes,70.8,70.4,2,NotPlaced
6044,6045,8.2,1,2,1,7,3.7,Yes,Yes,66.7,64.9,5,Placed
6045,6046,7.4,0,1,1,5,3.0,No,No,79.6,64.5,2,NotPlaced
6046,6047,8.2,0,1,3,6,2.5,No,Yes,55.1,61.9,4,NotPlaced
6047,6048,7.0,0,2,1,4,3.8,Yes,Yes,58.0,75.7,4,Placed
6048,6049,8.2,2,3,1,10,4.6,Yes,No,83.2,63.0,0,Placed
6049,6050,7.4,1,3,3,4,2.9,No,Yes,73.4,60.8,2,NotPlaced
6050,6051,6.9,2,3,3,6,3.1,No,Yes,52.8,62.3,3,Placed
6051,6052,7.2,2,0,3,8,2.9,Yes,Yes,73.9,73.9,0,Placed
6052,6053,6.5,1,2,2,12,4.7,Yes,Yes,56.7,78.0,2,Placed
6053,6054,9.2,1,2,1,7,2.0,Yes,Yes,82.7,78.8,1,NotPlaced
6054,6055,7.4,1,1,2,6,4.5,No,Yes,79.3,73.9,3,NotPlaced
6055,6056,8.0,1,1,2,8,3.2,Yes,Yes,89.9,76.8,0,Placed
6056,6057,7.0,0,2,1,1,3.4,No,No,68.3,71.5,1,NotPlaced
6057,6058,6.6,1,3,1,3,3.2,No,Yes,60.0,76.1,2,NotPlaced
6058,6059,7.3,0,1,3,6,3.7,Yes,Yes,66.1,76.0,2,NotPlaced
6059,6060,8.4,1,2,0,5,2.9,No,Yes,66.3,65.4,0,NotPlaced
6060,6061,7.1,0,2,3,2,4.3,Yes,Yes,74.5,62.3,0,Placed
6061,6062,6.8,1,1,2,10,4.4,No,Yes,54.5,84.2,4,NotPlaced
6062,6063,7.6,0,1,1,8,2.7,Yes,No,71.0,73.1,6,NotPlaced
6063,6064,7.9,2,3,1,7,4.0,No,No,61.9,81.5,2,Placed
6064,6065,8.9,1,0,1,5,3.2,No,Yes,66.4,62.1,0,NotPlaced
6065,6066,7.8,1,2,1,7,3.5,Yes,Yes,83.4,68.4,2,Placed
6066,6067,8.0,0,1,0,9,4.7,Yes,No,80.0,59.6,2,Placed
6067,6068,8.1,1,1,0,6,3.0,Yes,No,77.6,77.8,1,NotPlaced
6068,6069,6.5,0,2,1,8,4.2,Yes,Yes,76.7,66.5,0,Placed
6069,6070,6.7,1,2,0,5,3.9,Yes,Yes,68.6,67.0,0,Placed
6070,6071,6.6,1,0,0,7,3.3,No,Yes,70.6,89.6,0,Placed
6071,6072,6.4,1,3,3,10,3.8,Yes,Yes,56.8,78.0,2,Placed
6072,6073,8.2,0,2,1,11,3.7,No,Yes,59.9,77.9,1,Placed
6073,6074,7.7,2,1,3,11,2.6,Yes,No,72.1,61.2,1,Placed
6074,6075,7.6,1,2,2,8,3.0,Yes,No,60.9,55.3,1,Placed
6075,6076,5.5,1,2,1,7,2.7,Yes,Yes,77.2,80.7,2,NotPlaced
6076,6077,9.2,0,3,2,6,3.3,Yes,Yes,70.6,51.8,2,Placed
6077,6078,6.7,1,0,2,2,4.6,No,Yes,68.3,67.5,1,Placed
6078,6079,9.2,2,2,1,3,4.0,Yes,Yes,65.5,64.7,0,Placed
6079,6080,6.3,2,1,0,6,2.4,No,Yes,75.1,63.7,0,NotPlaced
6080,6081,6.8,2,0,0,7,3.3,Yes,No,77.1,68.0,2,NotPlaced
6081,6082,5.6,1,3,0,11,3.7,No,Yes,63.1,62.5,1,NotPlaced
6082,6083,7.8,0,3,0,11,4.1,No,No,66.3,61.1,1,NotPlaced
6083,6084,6.6,0,1,3,5,3.0,Yes,Yes,69.3,74.3,1,Placed
6084,6085,6.6,1,2,2,9,2.5,Yes,No,73.9,81.6,0,Placed
6085,6086,6.3,0,2,1,6,3.5,No,Yes,73.8,56.4,0,NotPlaced
6086,6087,8.2,0,2,1,9,4.0,Yes,Yes,70.1,73.8,2,Placed
6087,6088,8.1,0,3,1,9,3.7,No,Yes,77.4,76.9,1,Placed
6088,6089,9.0,1,1,1,11,2.8,Yes,Yes,69.8,76.0,2,Placed
6089,6090,6.9,1,2,1,6,4.9,Yes,Yes,58.4,70.0,0,Placed
6090,6091,7.7,1,0,0,10,3.4,Yes,Yes,83.0,66.6,3,Placed
6091,6092,6.4,1,3,1,1,3.7,Yes,No,79.8,78.8,1,NotPlaced
6092,6093,7.2,1,2,3,11,3.0,Yes,No,58.6,75.0,2,Placed
6093,6094,7.1,2,2,1,7,4.4,No,Yes,72.6,55.0,1,Placed
6094,6095,7.9,0,0,3,7,4.0,Yes,No,82.7,70.0,1,Placed
6095,6096,8.4,1,0,1,1,3.8,Yes,Yes,68.3,72.5,3,Placed
6096,6097,8.3,1,0,1,6,2.6,Yes,No,77.9,62.2,0,NotPlaced
6097,6098,6.8,1,1,1,11,4.4,No,Yes,81.0,69.8,0,Placed
6098,6099,8.3,2,2,2,6,4.1,Yes,Yes,73.4,76.4,0,Placed
6099,6100,7.5,0,2,3,9,4.3,Yes,Yes,90.3,64.6,7,NotPlaced
6100,6101,7.2,2,1,0,7,3.5,Yes,Yes,76.8,74.1,4,NotPlaced
6101,6102,6.9,1,2,1,10,3.4,Yes,Yes,71.9,63.1,2,Placed
6102,6103,7.0,2,2,2,8,3.4,No,Yes,69.5,60.9,1,NotPlaced
6103,6104,9.0,1,0,1,4,5.0,No,Yes,70.6,77.5,0,NotPlaced
6104,6105,7.8,0,1,2,7,3.1,Yes,No,65.9,82.6,3,Placed
6105,6106,7.6,1,2,0,12,2.6,Yes,Yes,61.0,61.3,0,Placed
6106,6107,7.3,2,3,1,8,3.2,Yes,Yes,62.9,80.6,1,Placed
6107,6108,9.5,0,1,1,7,3.1,No,Yes,69.7,71.9,3,NotPlaced
6108,6109,8.6,2,2,1,14,4.5,Yes,Yes,78.2,52.1,1,Placed
6109,6110,6.9,1,1,2,10,2.4,No,Yes,73.9,59.1,3,Placed
6110,6111,7.3,2,0,3,9,3.1,Yes,Yes,72.5,77.5,3,NotPlaced
6111,6112,7.3,2,1,0,8,3.7,Yes,Yes,90.1,57.4,3,NotPlaced
6112,6113,7.6,0,1,1,9,4.5,No,No,86.1,66.4,2,NotPlaced
6113,6114,6.9,1,2,1,9,4.1,Yes,Yes,62.8,71.3,1,Placed
6114,6115,7.9,1,2,3,1,4.8,No,Yes,77.3,76.0,2,Placed
6115,6116,8.7,2,2,2,8,3.8,Yes,No,60.3,73.7,3,Placed
6116,6117,6.4,1,1,3,7,3.3,Yes,No,73.4,86.1,2,NotPlaced
6117,6118,6.5,2,1,1,6,4.2,No,Yes,58.6,64.7,3,NotPlaced
6118,6119,7.1,0,0,2,6,2.4,Yes,Yes,65.5,72.9,6,NotPlaced
6119,6120,7.1,1,1,3,2,2.1,Yes,Yes,76.6,76.1,2,NotPlaced
6120,6121,9.2,1,1,0,2,4.3,Yes,Yes,66.9,78.4,4,Placed
6121,6122,8.4,1,2,3,11,3.7,Yes,No,61.3,81.5,1,Placed
6122,6123,8.3,0,2,1,8,4.3,Yes,Yes,64.8,68.1,5,Placed
6123,6124,7.3,1,1,3,1,2.8,Yes,Yes,62.5,77.9,4,NotPlaced
6124,6125,7.3,0,1,0,5,4.5,No,No,74.7,63.7,0,NotPlaced
6125,6126,6.3,1,2,0,10,4.0,No,Yes,81.8,71.3,2,NotPlaced
6126,6127,8.2,1,3,0,6,3.5,No,Yes,69.2,76.5,1,Placed
6127,6128,7.9,2,1,0,11,3.7,Yes,Yes,80.3,80.8,3,Placed
6128,6129,8.6,0,2,0,10,3.8,No,Yes,65.8,77.1,0,NotPlaced
6129,6130,7.3,1,1,1,3,2.8,Yes,Yes,70.1,72.8,1,Placed
6130,6131,7.4,2,1,0,7,3.2,No,Yes,87.1,71.3,1,Placed
6131,6132,7.6,1,1,0,6,3.8,No,Yes,69.4,76.9,1,Placed
6132,6133,8.3,0,2,1,3,3.2,Yes,No,80.6,91.7,7,NotPlaced
6133,6134,6.3,2,0,2,3,2.3,Yes,No,64.5,79.7,2,Placed
6134,6135,8.1,1,2,0,5,3.7,No,Yes,70.8,75.4,1,NotPlaced
6135,6136,7.5,1,3,2,5,4.2,No,Yes,63.3,59.7,3,Placed
6136,6137,6.6,1,1,2,8,4.4,No,Yes,71.6,64.4,0,Placed
6137,6138,5.7,0,2,1,10,3.9,No,No,73.2,69.1,1,NotPlaced
6138,6139,7.4,1,0,0,9,4.2,Yes,Yes,77.8,80.2,1,Placed
6139,6140,8.7,1,2,2,9,4.3,Yes,No,65.8,63.6,4,Placed
6140,6141,8.9,1,3,2,6,3.6,Yes,Yes,69.5,77.8,4,Placed
6141,6142,7.8,1,1,1,9,1.8,Yes,Yes,81.7,73.1,2,Placed
6142,6143,9.2,0,1,1,7,4.4,No,Yes,60.1,75.2,1,Placed
6143,6144,7.5,0,2,0,6,2.8,No,No,50.0,70.1,1,Placed
6144,6145,8.3,0,3,2,13,2.6,Yes,Yes,65.1,66.6,2,NotPlaced
6145,6146,7.1,0,0,2,1,2.6,Yes,Yes,76.5,63.2,2,NotPlaced
6146,6147,7.1,1,1,1,1,5.0,No,No,71.7,77.5,1,Placed
6147,6148,6.9,0,0,2,8,3.9,Yes,No,62.4,71.3,0,NotPlaced
6148,6149,5.7,2,2,3,6,2.7,No,Yes,71.6,62.3,4,NotPlaced
6149,6150,8.6,0,2,1,3,3.0,Yes,Yes,67.7,74.0,2,Placed
6150,6151,7.0,2,2,1,4,3.5,No,Yes,56.9,98.0,0,NotPlaced
6151,6152,6.8,1,1,1,4,3.9,Yes,Yes,67.9,70.2,6,Placed
6152,6153,6.5,1,1,0,10,3.7,Yes,Yes,77.7,86.9,1,Placed
6153,6154,7.3,1,3,3,11,2.8,No,Yes,68.5,50.0,2,NotPlaced
6154,6155,9.0,2,2,1,12,3.8,No,Yes,57.4,69.6,0,Placed
6155,6156,9.3,0,3,1,2,3.0,Yes,Yes,86.5,80.6,4,Placed
6156,6157,6.1,0,2,3,3,4.3,Yes,No,62.1,72.1,0,Placed
6157,6158,7.2,2,2,1,3,3.5,Yes,Yes,74.4,66.2,4,NotPlaced
6158,6159,6.6,1,3,0,11,2.9,Yes,Yes,78.5,71.8,2,NotPlaced
6159,6160,8.3,0,2,2,8,4.1,No,Yes,74.8,80.9,0,Placed
6160,6161,7.7,0,2,3,7,3.8,No,Yes,68.9,91.3,0,Placed
6161,6162,7.0,0,0,2,8,3.1,No,No,54.7,81.6,3,NotPlaced
6162,6163,7.6,1,1,1,7,4.1,No,Yes,81.6,67.5,0,Placed
6163,6164,7.1,1,2,2,4,4.0,No,Yes,60.5,69.9,0,Placed
6164,6165,8.9,0,1,1,9,4.5,No,Yes,79.7,70.0,2,Placed
6165,6166,8.0,0,1,1,6,4.1,Yes,Yes,81.0,64.2,0,Placed
6166,6167,8.1,1,1,1,3,3.3,Yes,Yes,60.0,70.6,2,Placed
6167,6168,5.5,1,2,0,9,2.1,No,Yes,59.9,69.5,2,NotPlaced
6168,6169,7.4,1,2,1,6,3.6,No,Yes,67.5,61.2,0,Placed
6169,6170,9.3,0,0,2,8,3.8,No,No,79.3,79.5,1,Placed
6170,6171,8.6,1,3,0,7,3.5,No,No,65.6,75.8,0,Placed
6171,6172,5.9,2,2,1,10,1.1,Yes,No,71.8,66.2,5,NotPlaced
6172,6173,7.2,2,1,2,8,4.0,Yes,Yes,66.5,73.3,0,Placed
6173,6174,6.5,2,0,3,4,2.8,Yes,No,78.1,63.3,2,NotPlaced
6174,6175,9.0,0,3,0,8,4.0,No,Yes,65.3,67.0,2,Placed
6175,6176,7.7,2,1,3,8,4.9,Yes,No,64.5,78.2,3,Placed
6176,6177,6.8,1,1,1,9,3.3,Yes,Yes,61.7,76.2,1,Placed
6177,6178,7.5,0,1,0,10,3.9,Yes,No,61.4,67.4,0,Placed
6178,6179,5.5,1,1,2,5,3.5,No,Yes,80.6,74.8,2,NotPlaced
6179,6180,6.6,1,3,0,9,3.9,Yes,Yes,67.8,71.3,2,NotPlaced
6180,6181,7.5,1,2,2,2,3.6,Yes,No,62.4,63.0,3,NotPlaced
6181,6182,8.2,2,1,2,7,3.1,Yes,No,56.0,70.5,0,Placed
6182,6183,5.8,1,1,2,6,2.8,No,Yes,68.6,75.9,3,NotPlaced
6183,6184,7.2,1,3,2,11,4.8,Yes,No,63.6,74.8,0,Placed
6184,6185,8.4,0,2,2,7,3.9,No,Yes,61.9,56.8,1,NotPlaced
6185,6186,6.3,1,2,1,9,4.2,No,Yes,64.0,73.5,2,NotPlaced
6186,6187,7.7,0,1,1,2,3.8,Yes,No,72.1,72.2,0,Placed
6187,6188,7.6,0,3,1,6,4.3,No,Yes,60.6,54.9,5,Placed
6188,6189,9.0,1,2,2,4,2.8,No,No,68.2,64.7,2,Placed
6189,6190,7.3,2,1,1,14,3.6,Yes,Yes,79.0,76.4,0,Placed
6190,6191,7.4,0,3,1,5,3.9,Yes,No,66.0,84.5,0,Placed
6191,6192,8.2,2,1,1,7,4.5,No,Yes,61.4,57.2,3,NotPlaced
6192,6193,6.4,1,0,1,7,5.0,Yes,Yes,80.5,80.8,3,NotPlaced
6193,6194,7.3,0,1,2,2,3.8,No,No,70.2,55.1,0,NotPlaced
6194,6195,7.1,1,3,0,5,3.0,Yes,Yes,69.4,84.6,1,Placed
6195,6196,7.4,1,2,1,8,2.5,Yes,No,75.7,69.9,2,Placed
6196,6197,8.2,2,2,3,7,2.8,Yes,No,70.2,65.6,1,Placed
6197,6198,8.0,1,2,1,1,2.9,Yes,Yes,71.6,75.2,1,NotPlaced
6198,6199,6.9,0,3,0,5,1.2,Yes,No,56.9,63.3,1,NotPlaced
6199,6200,7.6,1,0,2,10,3.0,No,Yes,63.4,76.6,1,NotPlaced
6200,6201,8.8,0,1,0,9,4.1,No,Yes,87.8,70.9,0,Placed
6201,6202,6.8,1,3,2,11,3.6,Yes,No,61.6,50.0,1,Placed
6202,6203,7.6,1,0,1,4,3.3,No,Yes,71.6,64.7,0,Placed
6203,6204,7.3,1,1,3,11,2.2,Yes,Yes,86.7,73.7,0,Placed
6204,6205,7.4,2,3,2,7,4.3,Yes,No,77.2,81.6,5,NotPlaced
6205,6206,6.1,0,0,2,12,3.9,No,Yes,73.6,75.0,0,NotPlaced
6206,6207,8.7,0,1,2,7,3.5,No,Yes,63.8,81.5,0,Placed
6207,6208,6.8,1,1,0,1,1.7,Yes,No,65.4,64.0,4,NotPlaced
6208,6209,8.4,1,2,0,10,3.1,Yes,Yes,68.2,78.5,5,Placed
6209,6210,7.0,1,1,0,6,3.8,No,No,74.0,78.7,3,Placed
6210,6211,7.0,1,3,2,6,3.5,No,Yes,82.5,57.3,0,Placed
6211,6212,8.5,0,0,2,3,3.7,Yes,Yes,72.1,81.9,2,Placed
6212,6213,8.3,2,0,0,12,4.0,Yes,No,65.9,74.9,2,Placed
6213,6214,7.7,0,3,3,5,3.6,Yes,Yes,70.1,69.5,3,Placed
6214,6215,8.1,1,1,1,12,4.0,No,Yes,75.7,69.3,0,Placed
6215,6216,7.3,1,2,0,6,2.8,Yes,Yes,74.0,62.7,1,Placed
6216,6217,7.5,0,3,2,4,2.5,No,Yes,68.8,77.7,1,NotPlaced
6217,6218,6.9,1,1,2,11,3.9,Yes,Yes,60.9,74.7,2,NotPlaced
6218,6219,8.3,1,2,0,7,4.0,No,Yes,80.7,77.2,1,Placed
6219,6220,6.9,0,2,2,7,3.9,Yes,No,68.6,72.7,1,NotPlaced
6220,6221,8.8,1,2,0,3,3.6,Yes,Yes,73.2,73.9,2,Placed
6221,6222,7.2,1,1,0,6,3.2,No,Yes,64.9,69.3,3,Placed
6222,6223,7.5,1,0,2,8,3.7,Yes,Yes,64.7,81.7,4,Placed
6223,6224,8.1,1,2,1,3,3.8,No,Yes,75.5,77.5,2,Placed
6224,6225,7.5,2,1,1,5,3.9,Yes,Yes,59.6,73.6,0,NotPlaced
6225,6226,7.2,2,1,0,6,5.0,Yes,Yes,60.5,70.8,4,NotPlaced
6226,6227,7.5,1,1,0,7,2.8,No,Yes,84.6,56.1,0,Placed
6227,6228,8.3,2,2,1,11,5.0,Yes,Yes,78.4,54.1,0,Placed
6228,6229,6.9,1,3,3,6,2.5,No,Yes,74.8,68.7,1,Placed
6229,6230,7.4,1,2,2,5,3.8,No,No,61.3,83.4,2,NotPlaced
6230,6231,7.5,1,2,1,15,2.5,Yes,Yes,73.0,65.7,0,Placed
6231,6232,8.2,1,0,3,6,3.7,Yes,Yes,70.3,66.0,1,Placed
6232,6233,7.4,1,1,3,6,4.3,Yes,Yes,67.0,63.2,0,Placed
6233,6234,9.0,1,1,1,6,3.5,No,Yes,70.2,60.4,2,Placed
6234,6235,7.4,0,2,0,6,4.3,No,No,58.1,63.8,2,NotPlaced
6235,6236,7.3,0,2,0,7,3.2,Yes,Yes,52.4,74.5,1,Placed
6236,6237,7.4,1,1,2,10,1.9,No,Yes,73.7,67.6,1,NotPlaced
6237,6238,6.4,1,2,1,8,4.0,No,No,72.5,67.2,3,NotPlaced
6238,6239,6.6,1,2,2,10,3.5,No,Yes,73.3,66.4,1,Placed
6239,6240,7.0,1,2,1,10,3.1,No,No,77.9,74.1,1,NotPlaced
6240,6241,8.5,1,3,2,8,3.2,Yes,Yes,75.6,75.5,2,Placed
6241,6242,7.5,1,1,1,8,3.8,Yes,Yes,84.4,55.2,2,Placed
6242,6243,7.1,1,2,1,10,2.8,Yes,Yes,81.6,65.2,3,NotPlaced
6243,6244,8.5,1,0,2,4,3.8,No,No,71.5,71.2,0,Placed
6244,6245,8.8,0,0,3,14,4.5,Yes,Yes,72.4,76.0,3,Placed
6245,6246,8.6,1,0,1,5,5.0,Yes,Yes,73.0,73.1,1,Placed
6246,6247,6.8,2,1,2,6,4.6,Yes,Yes,57.2,79.4,4,NotPlaced
6247,6248,7.1,1,0,2,3,3.6,Yes,Yes,79.3,59.3,2,Placed
6248,6249,9.0,0,3,2,3,3.7,Yes,Yes,76.3,75.7,1,Placed
6249,6250,7.7,1,2,2,10,3.2,No,No,56.1,90.5,0,Placed
6250,6251,7.3,2,2,0,14,3.1,Yes,Yes,84.9,72.4,1,Placed
6251,6252,8.1,0,2,1,5,4.2,No,Yes,67.1,72.8,1,NotPlaced
6252,6253,8.4,2,3,2,8,3.3,No,Yes,69.9,76.7,4,Placed
6253,6254,7.0,0,0,2,8,3.8,Yes,Yes,69.7,67.1,4,NotPlaced
6254,6255,7.7,0,0,2,10,2.7,Yes,Yes,69.5,63.5,1,Placed
6255,6256,8.3,1,2,0,14,4.6,Yes,No,92.6,72.5,3,NotPlaced
6256,6257,6.5,1,3,0,12,3.2,Yes,Yes,68.6,57.1,3,Placed
6257,6258,7.5,1,0,2,6,4.4,No,No,68.1,75.6,4,NotPlaced
6258,6259,6.6,1,2,2,9,2.9,Yes,No,71.2,77.1,1,Placed
6259,6260,6.7,2,1,1,9,2.9,No,Yes,63.4,57.6,0,NotPlaced
6260,6261,7.0,2,3,0,7,4.6,No,Yes,73.6,73.5,4,NotPlaced
6261,6262,7.9,1,2,2,4,3.0,Yes,Yes,63.6,70.1,2,Placed
6262,6263,7.2,1,3,2,5,2.2,Yes,Yes,75.5,85.3,1,NotPlaced
6263,6264,6.9,1,1,1,10,2.7,No,Yes,61.6,83.8,1,Placed
6264,6265,7.5,1,1,0,11,4.2,Yes,Yes,65.7,79.6,0,NotPlaced
6265,6266,6.5,2,2,1,6,4.1,No,Yes,62.0,82.9,0,Placed
6266,6267,7.9,2,3,0,8,2.9,Yes,Yes,66.2,68.7,1,Placed
6267,6268,8.5,0,2,2,11,3.0,Yes,Yes,54.9,74.3,2,Placed
6268,6269,7.4,1,1,0,2,4.0,Yes,Yes,50.0,69.7,1,Placed
6269,6270,7.3,0,0,0,6,4.6,Yes,No,68.1,63.0,2,NotPlaced
6270,6271,7.8,1,2,2,13,3.4,Yes,Yes,57.2,72.7,0,Placed
6271,6272,5.8,1,1,3,8,3.9,Yes,No,86.6,71.3,0,NotPlaced
6272,6273,8.0,2,0,2,4,4.2,Yes,Yes,67.8,70.2,1,Placed
6273,6274,9.5,0,2,2,7,5.0,No,Yes,77.4,71.5,0,Placed
6274,6275,7.4,1,2,1,10,2.6,Yes,No,73.8,72.5,4,NotPlaced
6275,6276,7.4,0,2,0,1,3.0,Yes,Yes,61.4,80.0,1,Placed
6276,6277,8.1,1,3,1,8,3.1,Yes,Yes,67.2,66.7,1,Placed
6277,6278,8.9,0,1,0,6,4.2,No,Yes,77.7,60.5,2,Placed
6278,6279,8.3,0,2,2,2,3.3,No,Yes,77.1,78.1,2,NotPlaced
6279,6280,5.7,0,3,2,7,3.7,No,Yes,78.8,79.7,0,NotPlaced
6280,6281,8.0,1,1,1,7,3.6,Yes,Yes,65.1,75.2,2,Placed
6281,6282,9.5,0,1,1,7,3.5,No,Yes,76.3,61.8,0,Placed
6282,6283,8.0,1,1,2,6,3.6,Yes,Yes,65.6,70.8,1,Placed
6283,6284,6.5,0,2,2,4,4.3,Yes,Yes,80.1,74.6,1,Placed
6284,6285,7.7,1,3,2,3,2.7,No,No,79.8,62.4,2,Placed
6285,6286,6.4,0,2,3,5,3.4,No,Yes,58.6,65.1,2,NotPlaced
